रोलेट	r oo l ei t:
अनेदेखा	a n d ei kh aa
पहेली	p a h ei l ii
सुधारि	s u dh aa r i
आउटलेट	aa u t: l ei t:
प्रसिद्ध	p r a s i d dh 
सथानुर	s th aa n u r 
अस्तोदीया	a s rx t oo d ii y aa 
रल्ली	r a l l ii
पलभर	p a l bh a r 
मल्टीमीडिया	m a l t: ii m ii d: i y aa
लड़ीयों	l a d ii y oo n
पाएगा	p aa ei g aa
विरोधों	v i r oo dh oo n
वायुवाहित	v aa y u v a h i t
समस्याओं;	s a m a s y aa oo n
रॉल	r aa l
व्हील	v h ii l
छिपने	chh i p n ei
अल्ट्रा	a l t: r aa
आचार्या	aa ch aa r y aa 
कमीतापमान	k a m ii t aa p m aa n
फेंफड़ों	ph ei ph a d oo n
प्रतियोगिताओं	p r a t i y oo g i t aa oo n
शिकायतों	sh i k aa y a t oo n
गलतियों	g a l a t i y oo n
उदारतापूर्ण	u d aa r t aa p uu r n:
अपनाना	a p n aa n aa
दिखानी	d i kh aa n ii
ग्राहक	g r aa h a k 
छप्पन	ch a p p a n
मांडले	m aa n d l
वजूद	v a j uu d 
कॉपी	k aa p ii
फसे	ph a n s ei
पुनर्भरण	p u n r a bh a r a n:
प्रतिनिधि	p r a t i n i dh i 
पिने	p i n ei
कपड़ा	k a p d aa
जीतों	j ii t oo n
कोरसपौडंस	k au r a s p au n d a n s 
हीरा	h ii r a
नादियाद	n aa d i y aa d
बन्दोबस्त	b a n d oo b a s t 
पेशे	p ei sh ei
गतिमान	g a t i m aa n
रिहाकर	r i h aa k a r 
मौजूदगी	m au j uu d g ii
ग्रीष्म	g r ii shh m a
अंतरिक्ष	a n t a r i k shh 
बाया	b aa y aa
ग्राहम	g r aa h a m
सोवियत	s oo v i y a t 
संघीय	s a n gh ii y a 
हत्याकांड	h a t y aa k aa n d: 
सैन्यदल	s ai n y a d a l
हार्दिकता	h aa r d i k t aa 
गज	g a j
भूलिये	bh uu l i y ei
विद्यमान	v i d y a m aa n a
सेक्शन	s ei k sh a n
पाठ्यक्रम	p aa t:h y a k rx a m 
वेंकट	v ei n k a t:
पताका	p a t aa k aa 
बाँधकर	b aa n dh k a r 
आके	aa k ei
अपरिवर्तनीय	a p a r i v a r t a n ii y a
हारे	h aa r ei
लोपेज़	l oo p ei j 
इंस्पायरिंग	i n s p a i r i n g
सनकादिक	s a n a k aa d i k
हारी	h aa r i
वाद्य	v aa d y a 
संस्थागत	s a n s th aa g a t 
जुनून	j u n uu n
रिहिह	r i h i
डरे	d: a r ei
बद्रीनाथ	b a d r ii n aa th 
एमआरसीपी	ei m aa r s ii p ii 
दृढ़ता	d rx i d:h t aa 
पर्चें	p a r ch ei n
नूर	n uu r
उजड़ी	u j a d: ii
पृथ्वि	p rx i th v ii
हक्का	h a k k aa
थोङा	th oo d aa
समाप्त	s a m aa p t 
प्रेसिडेन्सी	p r ei s i d ei n s ii
एल्यूमीनियम	ei l y uu m i n i y u m
पारसियन	p aa r s i y a n 
दक्ष	d a k shh
मार्डन	m aa r d: a n
भाईचारा	bh aa ii ch aa r aa
लोकतांत्रित	l oo k aa n t a r i t
रचयिता	r a ch a y i t aa
बिगाड़ों	b i g aa d oo n
रघुवर	r a gh u v a r 
बिस्मिल	b i s m i l
असफल	a s a ph a l
गोपीचंद	g oo p i ch a n d ii
कोशिकाओं	k oo sh i k aa oo n
ब्रह्मादि	b r a h m aa d i
महिषासुर	m a h i shh aa s u r 
परियों	p a r i y oo n
आदेश	aa d ei sh 
झगड़ों	jh a g a d oo n
पूर्णं	p uu r n: a
खिलाफ़त	kh i l aa ph a t
उपदेशों	u p a d ei sh oo n
ट्रैफेलगार	t rx i ph ai g a l aa r ei
होत	h oo t 
मसाले	m a s aa l ei
विश्वासी	v i sh v aa s ii
भिति	bh i t i
गोड़से	g oo d a s ei
नायडु	n aa y d: u
नाता	n aa t aa
बेल्ट	b ei l t:
भित्तियों	bh i t t i y oo n
प्रौसेसिंग	p r au s ei s i n g 
फैलाने	ph ai l aa n ei
शिंकल	sh i n k a l
रेस्तरां	r ei s t a r aa n
बोलने	b oo l n ei
कथाओं	k a th aa oo n
फिफ्टीन	ph i ph t: ii n
पूर्णत	p uu r n: a t
गुजर	g u j a r 
शुद्धी	sh u d dh ii
विवश	v i v a sh 
प्रकाशकों	p r a k aa sh a k oo n 
पालतू	p aa l t uu
साजोसज्जा	s aa j oo s a j j aa 
एयर	ei y a r 
दूँगा	d uu n g aa 
पालते	p aa l t ei
आईएएस	aa ii ei ei s
लाये	l aa y ei
शीशे	sh ii sh ei
शीशी	sh ii sh ii
कलाकृति	k a l aa k r i t i
लायी	l aa y ii
मूलग्रंथ	m uu l g r a n th
प्रतिबंधों	p r a t i b a n dh oo n
भागना	bh aa g n aa
संधिकर्ताओं	s a n dh i k rx i t aa oo n
माइक्रोफिजीकल	m aa i k r oo ph i j i k s
गोलकीपर	g oo l k ii p a r 
धाराएं	dh aa r aa ei n
डूबने	d: uu b n ei
मृत्युः	m rx i t y u 
आत्मविश्वासी	a t m a v i sh v aa s ii
माऊस	m aa uu s
नजरिया	n a j a r i y aa
वरजिन	v a r j a n i
वार्षिकोत्सवों	v aa r i shh shh t a s y 
पाठ्यपुस्तकों	p aa t:h y a p u s t a k oo n
चमकीला	ch a m k ii l aa
प्रावधानों	p r aa v aa dh a n oo n
इंग्लैंड	i n g l ai n d: 
ब्रह्माण्ड	b r a h m aa n d: 
कलेश	k a l ei sh 
सिद्धातों	s i d dh aa t oo n
फिल्कार	ph i l k a r 
ग्लासेज़	g l aa s ei j 
भागकर	bh aa g k a r 
दावा	d aa v aa
दिखाने	d i kh aa n ei
उँगली	u n g l ii
रजिस्ट्री	r a j i s t: r ii
बिन्दुओं	b i n d u oo n
निभाई	n i bh aa ii
हाईड्रोकार्बन	h ei r aa b b a r a k 
आनन्दपूर्णं	aa n a n d a n p uu r n:
शारदानंद	sh aa r d aa n a n d 
वर्णित	v a r n: i t 
गेरिबाल्डी	g ai r b aa l d: ii
माताओं	m aa t aa oo n
विमल	v i m a l
सुविधाजनक	s u v i dh aa j a n a k 
ब्राम्हण	b r aa h m a n:
वनोन्मूलन	v a n oo n m uu l a n
खाद	kh aa d 
मानकपूर्ण	m aa n a k p uu r n: 
आमदनी	aa m d a n ii
बॉक्स	b aa k s
वासन्ती	v aa s a n t ii
नौशाद	n au sh aa d 
सास	s aa s
माध्यमों	m aa dh y a m oo n
पंचायत	p a n ch aa y aa t 
निकलने	n i k a l n ei
नाश	n aa sh 
नाव	n aa v 
मारने	m aa r n ei
फ्रैंक	ph r ai n k
रुकने	r u k n ei
विद्यादायिनी	v i d y aa d aa y i n ii
महँगा	m a h a n g aa
नाद	n aa d 
नाथ	n aa th
संवेदनाओं	s a n v ei d n aa oo n 
समष्टि	s a m a shh t: i
गुर्दें	g u r d ei n
अवुल	a b u l
बक्क्ष	b a k sh
मारकर	m aa r k a r 
नाम	n aa m
आइडियाज़ aa i d i y a j 
निभाया	n i bh aa y aa
नापा	n aa p aa
निर्लिप्तता	n i r l i p t t aa
मीटरवेव	m ii t: a r v ei v 
सुरदयाल	s u r d a y aa l 
दर्जे	d a r j ei
नाच	n aa ch 
पत्रकार	p a t r a k aa r 
मैट्रो	m ai t: r oo n
बाधामुक्त	b aa dh aa m u k t 
नगरों	n a g a r oo n
देहान्त	d ei h aa n t
जूनून	j u n uu n
आया	aa y aa
मवेशियों	m a v ei sh i y oo n
अंडर	a n d: a r 
नाई	n aa ii
लक्ष्मण	l a k shh m a n:
रहते	r a h t ei
प्रगतिवादी	p r a g a t i v aa d ii
चाह	ch aa h 
बुखार	b u kh aa r 
प्रत्याशा	p r a t y aa sh aa
इस्तेमाल	i s t ei m aa l 
चाव	ch aa v 
गड़बड़	g a d b a d 
इसे	i s ei
जिम्बॉबवे	j i m b aa b v ei 
लागत	l aa g a t 
हिले	h i l ei
चाल	ch aa l
चाय	ch aa y 
दशप्रहरणधरिणी	d a sh p r a h a r a n: dh a r i n: ii 
जातियाँ	j aa t i y aa n
चाप	ch aa p 
ईमेल	ii m ei l
ठंडे	t:h a n d ei
परियोजना	p a r i y oo j a n aa
कारोबार	k aa r oo b aa r 
खिलते	kh i l t ei
लिंगानुपात	l i n g aa n u p aa t 
अँग्रेजी	a n g r ei j ii
कैसी	k ai s ii
तुम्हारा	t u m h aa r aa
क्वाशियोरकॉर	k v aa sh i y oo r k a r
गुजारा	g u j aa r aa
किरन	k a r i n
दामोदरदास	d aa m oo d a r d aa s 
चमकीले	ch a m k ii l ei
खिलती	kh i l t ii
शारीरिक	sh aa r ii r i k
हॉन्ड्स	h a n d s
जाओंगे	j aa oo n g ei
दुल्हनिया	d u l h a n i y aa 
बेतुके	b ei t u k ei
सांगनेर	s aa n g a n ei r
हेलब्रुन	h ei l b r u l
लौटेने	l au t: n ei
नवीकरणीय	n a v ii k a r a n: ii y a
जेलों	j ei l oo n
शापित	sh aa p i t 
सहपाठी	s a h p aa th ii
मानी	m aa n ii
माने	m aa n ei
पूजेंगें	p uu j ei n g ei
मानो	m aa n oo n
वाहन	v aa h a n
रहूँगी	r a h uu n g ii
फैलती	ph ai l t ii
बछड़ा	b a chh d aa 
दास	d aa s
केदारा	k ei d aa r aa 
विधान	v i dh aa n
अभिनेता	a bh i n ei t aa
बुलाया	b u l aa y aa
घटाने	gh a t: aa n ei
आश्यकता	aa sh r y a k t aa
बीड़ी	b ii d ii
समुचित	s a m u ch i t
दरअसल	d a r a s a l 
बेसिक	b ei s i k
ऊबता	uu b t aa
महबूब	m a h a b uu b
अनुपात	a n u p aa t 
उड़िया	u d i y aa
धरने	dh a r n ei
साज	s aa j 
इंगित	i n g i t 
ब्रिटीश	b r i t: i sh 
मालिनी	m aa l i n ii
आंध्रप्रदेश	aa n dh r a p r a d ei sh 
खीर	kh ii r 
जयवर्द्धने	j a y a r v a d a dh n ei
तेरहवीं	t ei r a h v ii n 
लाजपत	l aa j p a t
प्रदर्शनकारी	p r a d a r sh a n k aa r ii
विस्थापन	v i s th aa p a n 
गुजारी	g u j aa r ii
बनिया	b a n i y aa
गौरावान्वित	g au r v aa n v i t 
लाजपर	l aa j p a r 
पौता	p au t aa
हजार	h a j aa r 
हटना	h a t: n aa
एचएमएस	ch a ei m a s r ei
हासन	h aa s a n  
ओबामा	oo b aa m aa
वेष	v ei sh 
जातिच्युतता	j aa t i ch y u t 
नज़दीकी	n a j d ii k ii
क्विज़	k v i j 
वेब	v ei b
मंत्रोच्चारण	m a n t a r oo ch aa r aa n:
वेन	v ei n
लेखक	l ei kh a k
ब्रॉडबैंड	b r a d b ei nd 
जगनारायण	j a g n aa r aa y a n: 
वेद	v ei d
नेल्सन	n ei l n s a n
थिएटर	th i ei t: a r 
एसटीआई	ei s t: ii aa i 
प्ला	p l aa
लेफ्ट	l ei ph t:
भालूओं	bh aa l uu oo n
लेखन	l ei kh a n
हारने	h aa r n ei
बँटा	b aa n t: aa 
पङोस	p a d oo s
साक्ष्यों	s aa k shh y oo n
होमवर्क	h oo m v a r k
चबाने	ch a b aa n ei
कार्यरुप	k aa r y a r uu p 
कॉल्फ	k a l ph
कार्यस्थलों	k aa r y a s th a l oo n
राजनगर	r aa j a n a g r 
किशोरियों	k i shh oo r i y oo n
पूछने	p uu chh a n ei
बङा	b 
आपात	aa p a t 
लेखा	l ei kh 
रिकार्डस्	r i k a r d a s
प्रयासो	p r a y aa s oo n
जिओ	j i oo n
कृत्रिम	k rx i t r i m a
बनों	b a n uu
उपस्थित	u p a s th i t
रॉयल	r aa y a l 
कीट	k ii t:
मानवतावादी	m aa n a v t aa v aa d ii
कैंम्ब्रिज	k ai m b r i j 
श्यालालां	sh y aa l a n a
सुधारना	s u dh aa r n aa
शृंखला	sh r i n kh a l aa
नहरें	n a h a r ei n
कार्तिक	k aa r t i k
नीम	n ii m
सीखाने	s ii kh aa n ei
सुदामा	s u d aa m a
यूज	y uu j 
समयनिष्ठता	s a m a y n i shh t:h t aa 
कीव	k ii v 
द्रोणाचार्य	d r oo n: aa ch aa r y a
सुडोकु	s u d: oo k u
कैंब्रिज	k ai m b r i j 
सुधारों	s u dh aa r oo n
कपोसी	k a p oo s ii
जिस	j i s
प्रभावशाली	p r a bh aa v sh aa l ii
जस्टिस	j a s t: i s
बोतल	b oo t a l
परेडों	p a r ei d: oo n
कीथ	k ii th
केरला	k ei r a l aa
सोशलिस्ट	s oo sh s a l i s t: 
ग्रामदान	g r aa m d aa n
जम	j a m
भोली	bh oo l ii
जिम	j i m
ट्राट	t: r aa t: 
जिन	j i n
व्यापी	v y aa p ii
शून्य	sh uu n y a
शान्त	sh aa n t 
तेलीय	t ei l ii y a
साफतौर	s aa ph t au r 
हैक्योंकि	h ai k y oo n k i
